purchases,balance,credit_limit,payments,tenure,oneoff_purchases,installments_purchases,cash_advance,prc_full_payment,cash_advance_frequency,cash_advance_trx,purchases_trx,minimum_payments,balance_frequency,oneoff_purchases_frequency,purchases_installments_frequency,default
2238.0,1998.339616,6500.0,1985.047114,12,1170.0,1068.0,0.0,0.0,0.0,0,22,464.932133,1.0,0.583333,0.416667,0
3111.44,2048.573881,6000.0,1648.50704,12,1671.09,1440.35,0.0,0.0,0.0,0,50,685.226291,1.0,0.5,1.0,0
0.0,463.512203,7500.0,932.601452,12,0.0,0.0,1166.982711,0.0,0.333333,5,0,167.149574,1.0,0.0,0.0,0
3150.0,1109.911791,2500.0,2694.972436,12,2430.0,720.0,0.0,0.083333,0.0,0,14,431.443631,1.0,0.083333,1.0,0
57.0,1073.42481,1200.0,295.373115,12,0.0,57.0,0.0,0.0,0.0,0,3,320.830162,1.0,0.0,0.166667,1
560.98,3386.490883,10100.0,1039.000037,11,427.22,133.76,2008.153534,0.0,0.545455,9,20,886.050237,1.0,0.727273,0.363636,0
1138.85,1681.16287,4500.0,3763.240294,12,0.0,1138.85,4044.377495,0.0,0.25,6,5,1818.174017,0.454545,0.0,0.333333,0
4029.24,10599.4423,12500.0,2343.311066,12,2926.43,1102.81,0.0,0.0,0.0,0,102,2351.640064,1.0,1.0,1.0,1
0.0,840.50105,6500.0,805.79629,12,0.0,0.0,1820.493358,0.0,0.416667,5,0,262.804339,1.0,0.0,0.0,0
465.36,7506.908599,12000.0,1772.157134,12,465.36,0.0,1609.506076,0.0,0.083333,3,4,2302.03915,1.0,0.25,0.0,1
0.0,231.983056,1500.0,2456.797947,7,0.0,0.0,1434.138511,0.5,0.142857,1,0,85.271802,0.571429,0.0,0.0,0
4911.41,4811.886042,6000.0,10079.38741,12,4005.81,905.6,10629.80756,0.111111,0.416667,14,63,2045.063933,1.0,0.75,0.25,0
180.0,981.098292,1000.0,330.620032,12,0.0,180.0,0.0,0.0,0.0,0,12,539.543528,1.0,0.0,1.0,1
1348.08,120.220573,12000.0,1196.209266,12,230.43,1117.65,0.0,0.75,0.0,0,50,183.557875,1.0,0.583333,1.0,0
4767.11,2598.580674,6000.0,3774.693285,12,2024.6,2742.51,3621.840163,0.0,0.25,9,95,955.03756,1.0,0.25,1.0,0
0.0,164.377503,9500.0,684.398658,10,0.0,0.0,470.00055,0.285714,0.3,3,0,152.648955,0.9,0.0,0.0,0
0.0,634.521032,1200.0,80.190719,6,0.0,0.0,1176.86169,0.0,0.333333,4,0,199.745472,0.666667,0.0,0.0,1
143.12,1134.648238,1200.0,289.967312,10,143.12,0.0,0.0,0.0,0.0,0,1,286.845297,1.0,0.1,0.0,0
266.71,26.325409,2000.0,477.592124,12,0.0,266.71,0.0,0.571429,0.0,0,5,184.739137,0.636364,0.0,0.416667,0
0.0,1756.078137,6000.0,1083.406473,12,0.0,0.0,954.822692,0.0,0.166667,3,0,673.452218,1.0,0.0,0.0,0
0.0,3214.530319,11500.0,20500.17323,12,0.0,0.0,15081.6956,0.25,0.416667,16,0,799.436291,1.0,0.0,0.0,0
717.92,41.936627,13000.0,628.811269,12,122.86,595.06,0.0,0.4,0.0,0,10,92.899006,0.545455,0.166667,0.416667,0
652.13,1346.309166,6000.0,385.145146,12,567.76,84.37,0.0,0.0,0.0,0,10,275.434078,1.0,0.416667,0.083333,0
72.84,329.388289,3000.0,467.674193,12,72.84,0.0,0.0,0.0,0.0,0,1,216.289689,1.0,0.083333,0.0,0
0.0,2537.892884,3000.0,622.529592,12,0.0,0.0,354.346012,0.0,0.25,3,0,622.651831,1.0,0.0,0.0,1
0.0,3287.231954,8500.0,1339.9697,12,0.0,0.0,3190.532048,0.0,0.25,3,0,880.459505,1.0,0.0,0.0,0
852.26,84.067421,18500.0,643.541055,12,265.92,586.34,0.0,0.916667,0.0,0,20,181.197901,1.0,1.0,0.25,0
0.0,1721.232782,1800.0,714.012374,12,0.0,0.0,369.256964,0.0,0.666667,9,0,659.746433,1.0,0.0,0.0,0
2310.21,231.995439,3000.0,1871.658725,12,1660.51,649.7,0.0,0.727273,0.0,0,67,173.610118,1.0,1.0,0.916667,0
888.85,430.282584,3500.0,1134.356357,12,278.63,610.22,0.0,0.5,0.0,0,27,185.277576,1.0,0.166667,1.0,0
0.0,1956.295501,2100.0,634.788341,12,0.0,0.0,211.099323,0.0,0.333333,4,0,808.539833,1.0,0.0,0.0,1
1827.62,916.200655,1200.0,1731.206869,12,1408.82,418.8,0.0,0.0,0.0,0,34,253.774892,1.0,0.5,0.666667,0
796.11,699.586726,6000.0,807.665219,12,796.11,0.0,0.0,0.0,0.0,0,1,1559.810579,1.0,0.083333,0.0,1
2461.9,4478.312669,5000.0,1041.825559,12,2461.9,0.0,202.816167,0.0,0.166667,2,13,1143.939064,1.0,0.166667,0.0,1
2055.13,740.826233,7500.0,1631.166246,12,302.05,1753.08,0.0,0.0,0.0,0,74,217.082846,1.0,0.916667,1.0,0
1122.17,120.984184,6000.0,1138.136359,12,802.77,319.4,0.0,0.636364,0.0,0,29,162.528519,1.0,1.0,0.333333,0
0.0,1477.102808,1800.0,338.019603,9,0.0,0.0,960.917825,0.0,0.111111,1,0,418.23634500000003,1.0,0.0,0.0,1
0.0,1301.800738,4500.0,1009.40361,12,0.0,0.0,1378.856373,0.0,0.083333,2,0,280.243063,1.0,0.0,0.0,0
0.0,1222.164025,3000.0,385.290048,12,0.0,0.0,2397.676198,0.0,0.416667,10,0,473.106541,1.0,0.0,0.0,1
0.0,4059.059276,6500.0,1127.493221,12,0.0,0.0,4328.32727,0.0,0.333333,4,0,1005.215148,1.0,0.0,0.0,0
0.0,1189.665497,1500.0,1656.765938,12,0.0,0.0,1454.884966,0.0,0.083333,3,0,364.18588,0.909091,0.0,0.0,0
568.3,1220.359151,3000.0,902.082618,12,0.0,568.3,0.0,0.0,0.0,0,10,411.544387,1.0,0.0,0.75,0
94.7,1167.863521,1200.0,350.850434,12,94.7,0.0,187.817003,0.0,0.416667,5,2,284.605261,1.0,0.166667,0.0,0
875.05,2508.405988,2600.0,1261.11301,12,509.9,365.15,0.0,0.0,0.0,0,29,1209.124265,1.0,0.5,1.0,0
2252.77,208.362536,10000.0,2018.393951,12,238.0,2014.77,0.0,0.833333,0.0,0,30,178.930636,1.0,0.333333,1.0,0
477.5,33.528505,3000.0,591.867645,12,193.5,284.0,0.0,0.625,0.0,0,17,157.374987,0.818182,0.166667,0.333333,0
1060.99,478.834962,1300.0,1162.790308,12,1040.99,20.0,0.0,0.0,0.0,0,4,208.55975,1.0,0.083333,0.083333,0
739.98,132.730466,9500.0,1167.353193,12,0.0,739.98,0.0,0.5,0.0,0,6,172.959558,0.909091,0.0,0.416667,0
3866.29,312.636004,7500.0,3688.890803,12,808.12,3058.17,0.0,0.75,0.0,0,95,190.88614,1.0,1.0,1.0,0
83.0,2235.729892,2500.0,568.336744,12,38.0,45.0,481.39493,0.0,0.166667,5,4,606.89303,1.0,0.083333,0.166667,1
0.0,7021.942957,7500.0,2955.428583,12,0.0,0.0,3217.327939,0.0,0.666667,12,0,2793.752245,1.0,0.0,0.0,0
3157.86,309.150506,7000.0,3291.320691,12,1178.02,1979.84,0.0,0.833333,0.0,0,31,170.010384,1.0,0.916667,1.0,0
60.0,273.247883,2300.0,111.559902,12,60.0,0.0,0.0,0.0,0.0,0,1,208.976648,1.0,0.083333,0.0,1
84.0,31.296491,1000.0,91.67226,12,0.0,84.0,0.0,0.0,0.0,0,12,165.656889,1.0,0.0,1.0,1
279.0,374.552852,1400.0,426.263702,12,0.0,279.0,0.0,0.0,0.0,0,4,211.761556,1.0,0.0,0.25,0
1664.95,146.756706,4000.0,1458.490552,12,64.17,1600.78,0.0,0.75,0.0,0,55,188.635203,1.0,0.166667,1.0,0
344.86,422.723099,8500.0,1499.598264,12,344.86,0.0,0.0,0.0,0.0,0,4,185.217625,0.727273,0.25,0.0,0
1849.26,1571.382204,7000.0,1522.895942,12,1616.76,232.5,0.0,0.0,0.0,0,19,414.775083,1.0,1.0,0.5,0
0.0,2696.774474,3000.0,685.053764,12,0.0,0.0,139.395627,0.0,0.083333,1,0,919.457678,1.0,0.0,0.0,1
1674.11,3932.482783,11500.0,1166.117797,12,649.0,1025.11,0.0,0.0,0.0,0,43,954.24196,1.0,0.333333,1.0,0
2569.94,349.086448,5000.0,3362.877104,11,2569.94,0.0,186.415123,0.714286,0.090909,1,8,164.400313,0.818182,0.363636,0.0,0
153.11,12.281874,9000.0,0.0,10,153.11,0.0,0.0,0.0,0.0,0,2,0.0,0.1,0.2,0.0,0
6814.47,6460.838794,13000.0,1917.817732,12,6814.47,0.0,0.0,0.0,0.0,0,15,1643.130029,1.0,1.0,0.0,0
843.03,139.449391,2200.0,1312.375596,12,0.0,843.03,0.0,0.0,0.0,0,7,179.548143,0.727273,0.0,0.583333,0
78.47,1777.440238,8500.0,3799.466293,12,0.0,78.47,332.13781,0.0,0.083333,2,7,499.536689,1.0,0.0,0.416667,0
4019.28,805.520824,4500.0,3728.70891,12,4019.28,0.0,0.0,0.272727,0.0,0,19,276.007263,1.0,0.833333,0.0,0
542.96,713.959917,2500.0,195.490243,12,452.96,90.0,268.410928,0.0,0.166667,4,13,229.465974,1.0,0.416667,0.416667,1
0.0,1784.421367,3000.0,2804.403394,12,0.0,0.0,3923.427657,0.111111,0.25,4,0,853.680867,0.818182,0.0,0.0,0
0.0,1441.679257,6500.0,568.212802,12,0.0,0.0,914.794214,0.0,0.083333,1,0,308.89183,1.0,0.0,0.0,0
435.08,226.03038,7500.0,3796.014359,12,435.08,0.0,0.0,0.2,0.0,0,15,180.308803,1.0,0.916667,0.0,0
197.0,13.036611,1000.0,224.836018,12,0.0,197.0,0.0,0.444444,0.0,0,6,89.18596,0.818182,0.0,0.416667,0
2514.74,4223.867789,5500.0,964.935365,6,1597.67,917.07,3444.750251,0.0,0.333333,11,53,1676.595311,1.0,1.0,0.833333,1
714.68,5067.576984,5000.0,1649.118645,12,402.68,312.0,726.955255,0.0,0.083333,2,14,2967.748073,1.0,0.083333,1.0,1
802.1,62.788771,13000.0,710.240283,12,802.1,0.0,0.0,0.818182,0.0,0,21,171.20871,1.0,0.916667,0.0,0
0.0,3188.47034,4500.0,715.12033,12,0.0,0.0,1673.75234,0.0,0.083333,1,0,1220.49839,1.0,0.0,0.0,1
0.0,2737.420448,3000.0,944.591497,12,0.0,0.0,257.147835,0.0,0.25,6,0,1249.695933,1.0,0.0,0.0,1
2635.9,1502.926021,4500.0,951.372467,12,2116.92,518.98,0.0,0.0,0.0,0,54,293.129375,1.0,0.75,0.75,0
1699.87,951.061932,1800.0,2096.121508,12,1262.04,437.83,0.0,0.083333,0.0,0,31,306.046439,1.0,0.666667,0.75,0
431.93,10905.05381,19600.0,39048.59762,12,133.5,298.43,47137.21176,0.0,1.0,123,21,5394.173671,1.0,0.25,0.5,0
780.0,68.20838,3200.0,196.173726,12,780.0,0.0,0.0,0.0,0.0,0,2,14.037214,0.272727,0.166667,0.0,0
839.14,1297.153644,6000.0,362.337779,12,419.88,419.26,0.0,0.0,0.0,0,16,295.29696,1.0,0.333333,0.666667,0
1850.23,121.024256,14000.0,1826.882329,12,0.0,1850.23,0.0,0.833333,0.0,0,18,176.632334,1.0,0.0,0.916667,0
50.0,1003.704494,3500.0,3389.03546,12,50.0,0.0,457.650652,0.0,0.25,5,1,260.16707,0.818182,0.083333,0.0,0
1967.86,1094.300448,11500.0,1413.122627,12,558.69,1409.17,0.0,0.0,0.0,0,140,387.054045,1.0,0.5,1.0,0
1313.26,1467.162166,11500.0,1129.248446,12,0.0,1313.26,0.0,0.0,0.0,0,28,429.760387,1.0,0.0,1.0,0
0.0,1649.276603,1800.0,574.233323,12,0.0,0.0,253.554601,0.0,0.583333,8,0,788.721609,1.0,0.0,0.0,1
0.0,2660.420641,5000.0,846.397004,12,0.0,0.0,382.272435,0.0,0.166667,2,0,687.079273,1.0,0.0,0.0,0
504.0,44.204396,2500.0,818.64282,12,0.0,504.0,0.0,0.0,0.0,0,20,81.765863,0.636364,0.0,0.916667,0
493.5,379.767959,4000.0,3308.04995,12,493.5,0.0,0.0,0.272727,0.0,0,3,3396.356156,1.0,0.25,0.0,1
133.16,7.066111,16000.0,0.0,12,0.0,133.16,0.0,0.0,0.0,0,2,0.0,0.181818,0.0,0.083333,0
0.0,1051.215365,1600.0,3263.474102,11,0.0,0.0,3700.154118,0.090909,0.454545,25,0,461.041625,0.909091,0.0,0.0,0
1907.2,447.941813,9500.0,2111.91778,12,0.0,1907.2,0.0,0.0,0.0,0,10,170.572744,1.0,0.0,0.833333,0
0.0,1089.528456,1200.0,371.902953,12,0.0,0.0,76.027194,0.0,0.083333,1,0,421.748003,1.0,0.0,0.0,1
0.0,1432.326731,5000.0,138.855523,8,0.0,0.0,3771.115165,0.0,0.625,15,0,531.19984,0.625,0.0,0.0,1
552.09,97.000375,12000.0,601.430928,12,95.0,457.09,0.0,0.083333,0.0,0,13,188.896158,1.0,0.083333,0.833333,0
284.13,5.016768,4000.0,274.729879,12,0.0,284.13,0.0,0.0,0.0,0,11,4.390918,0.909091,0.0,0.916667,0
2402.64,238.962984,8500.0,2022.102581,12,537.21,1865.43,0.0,1.0,0.0,0,48,182.612129,1.0,1.0,1.0,0
174.12,0.0,4000.0,0.0,12,0.0,174.12,0.0,0.0,0.0,0,12,0.0,0.0,0.0,1.0,0
548.0,4550.397004,5000.0,1158.922139,12,548.0,0.0,660.523355,0.0,0.25,5,7,1330.173932,1.0,0.25,0.0,1
0.0,2005.414367,2100.0,746.145517,12,0.0,0.0,510.618121,0.0,0.25,3,0,477.944936,1.0,0.0,0.0,0
250.0,2494.774127,3000.0,864.527484,12,250.0,0.0,2804.350229,0.0,0.333333,7,1,867.201399,1.0,0.083333,0.0,1
883.94,4623.886448,6000.0,2790.54214,12,741.44,142.5,0.0,0.0,0.0,0,15,1419.287973,1.0,1.0,0.25,0
1650.52,1945.906455,2500.0,1916.054676,12,0.0,1650.52,1025.434108,0.0,0.083333,2,21,1698.885114,1.0,0.0,1.0,0
0.0,2598.802288,3000.0,773.831303,12,0.0,0.0,185.909531,0.0,0.083333,1,0,671.834242,1.0,0.0,0.0,0
1015.91,3086.75297,10500.0,938.131271,12,293.41,722.5,0.0,0.0,0.0,0,23,807.263772,1.0,0.333333,0.833333,0
237.99,46.461265,4500.0,543.788113,12,237.99,0.0,0.0,0.0,0.0,0,2,195.089406,0.545455,0.166667,0.0,0
1261.99,390.55064,3000.0,18.496532,12,1141.99,120.0,0.0,0.0,0.0,0,16,1151.777196,1.0,0.416667,0.416667,1
2405.97,250.060059,10000.0,2105.342196,12,2182.22,223.75,0.0,0.916667,0.0,0,36,188.130216,1.0,0.916667,0.416667,0
0.0,5570.18253,6000.0,1748.960475,12,0.0,0.0,2744.808962,0.0,0.166667,3,0,1291.809944,1.0,0.0,0.0,0
0.0,2113.287399,3500.0,1927.253932,12,0.0,0.0,3130.155158,0.0,0.333333,5,0,523.282646,1.0,0.0,0.0,0
0.0,1205.191816,2500.0,281.884143,10,0.0,0.0,1259.175202,0.0,0.5,7,0,395.69903,1.0,0.0,0.0,1
0.0,2586.357487,3000.0,658.61387,12,0.0,0.0,256.100571,0.0,0.083333,1,0,582.879568,1.0,0.0,0.0,0
160.0,1543.194492,3000.0,692.776517,12,160.0,0.0,2956.595415,0.0,0.25,4,1,389.63531,1.0,0.083333,0.0,0
1.0,3677.471434,7000.0,944.992262,12,1.0,0.0,859.297788,0.0,0.083333,2,1,947.691932,1.0,0.083333,0.0,1
542.94,203.024867,4000.0,955.283993,12,0.0,542.94,0.0,0.0,0.0,0,8,163.678855,0.818182,0.0,0.416667,0
0.0,5926.837633,13000.0,1599.792795,11,0.0,0.0,9596.316702,0.0,0.181818,6,0,2715.036678,0.818182,0.0,0.0,1
958.73,1479.020821,1500.0,1187.648889,12,0.0,958.73,0.0,0.0,0.0,0,30,3167.849654,1.0,0.0,0.833333,1
59.4,532.805392,10000.0,1502.934235,12,59.4,0.0,2734.176725,0.25,0.5,11,1,213.16029,1.0,0.083333,0.0,0
273.8,36.023577,5500.0,174.52575,12,273.8,0.0,0.0,1.0,0.0,0,1,259.524372,0.181818,0.083333,0.0,1
0.0,3084.618021,4000.0,1003.664133,12,0.0,0.0,2506.67355,0.0,0.5,10,0,654.301721,1.0,0.0,0.0,0
282.62,52.575297,6000.0,388.872739,12,33.62,249.0,0.0,0.2,0.0,0,5,149.884294,0.727273,0.083333,0.25,0
73.8,1166.500558,2000.0,514.586639,12,0.0,73.8,595.036388,0.0,0.416667,6,4,324.359117,1.0,0.0,0.333333,0
2289.92,1781.739723,10500.0,2065.553347,12,1584.4,705.52,0.0,0.0,0.0,0,37,446.67084,1.0,0.583333,0.416667,0
3591.81,2882.954391,10450.0,8438.775135,11,2452.56,1139.25,554.07167,0.0,0.090909,2,74,768.82697,1.0,0.818182,0.818182,0
3387.47,4068.162699,8500.0,1312.481879,12,1938.13,1449.34,0.0,0.0,0.0,0,86,1245.153414,1.0,1.0,1.0,0
793.1,5432.113514,10000.0,1261.909483,12,793.1,0.0,6245.023709,0.0,0.5,15,13,1290.536388,1.0,0.583333,0.0,1
254.37,24.463674,4000.0,206.073166,12,0.0,254.37,0.0,0.125,0.0,0,10,128.455136,0.818182,0.0,0.666667,0
2338.83,202.996947,7500.0,6545.07776,12,2338.83,0.0,1959.553078,0.666667,0.166667,2,42,223.469126,1.0,0.916667,0.0,0
324.6,28.924276,3000.0,320.218246,12,0.0,324.6,0.0,0.833333,0.0,0,12,174.11997,1.0,0.0,1.0,0
90.0,7764.210895,11150.0,1566.916181,12,90.0,0.0,4032.071583,0.0,0.583333,13,1,2091.528879,1.0,0.083333,0.0,1
0.0,1219.914858,1500.0,540.400104,12,0.0,0.0,442.372527,0.0,0.166667,2,0,288.438136,1.0,0.0,0.0,0
2217.94,9226.107838,10500.0,3075.113742,12,990.46,1227.48,3533.146705,0.0,0.25,5,16,4231.06356,1.0,0.166667,1.0,1
22.68,689.697644,11500.0,906.092735,12,0.0,22.68,0.0,0.0,0.0,0,1,224.709183,1.0,0.0,0.083333,0
8.4,4158.137668,7500.0,1001.17541,12,8.4,0.0,0.0,0.0,0.0,0,12,1917.458466,1.0,1.0,0.0,1
0.0,5995.793488,6500.0,1868.475426,12,0.0,0.0,3454.101774,0.0,0.416667,12,0,1486.185877,1.0,0.0,0.0,0
1109.91,131.260514,9500.0,2137.485075,10,1109.91,0.0,0.0,1.0,0.0,0,21,89.478836,0.5,0.5,0.0,0
2555.91,288.978275,5000.0,12020.18009,11,694.89,1861.02,0.0,1.0,0.0,0,20,159.547502,0.909091,0.363636,0.727273,0
2289.42,331.686553,9500.0,2184.371316,12,1227.08,1062.34,0.0,0.0,0.0,0,37,188.333341,1.0,1.0,0.666667,0
565.0,1504.334228,2200.0,2511.315474,12,565.0,0.0,0.0,0.0,0.0,0,3,471.295665,0.909091,0.25,0.0,0
2061.55,1928.971964,8500.0,2200.93868,12,369.55,1692.0,0.0,0.0,0.0,0,30,450.459621,1.0,1.0,1.0,0
0.0,391.385478,4000.0,192.787345,12,0.0,0.0,0.0,0.0,0.0,0,0,227.924469,1.0,0.0,0.333333,1
184.68,684.658511,2900.0,2837.204108,12,0.0,184.68,0.0,0.4,0.0,0,12,350.27437,1.0,0.0,1.0,0
55.55,5.120644,6000.0,0.0,10,0.0,55.55,0.0,0.0,0.0,0,1,0.0,0.2,0.0,0.1,0
0.0,1685.020731,1800.0,559.556519,12,0.0,0.0,243.61411,0.0,0.083333,1,0,335.731533,1.0,0.0,0.0,0
2746.84,313.87913,2500.0,2562.579256,12,2170.0,576.84,0.0,0.25,0.0,0,59,193.157628,1.0,0.916667,0.916667,0
1219.39,619.974954,2000.0,4115.217914,12,464.39,755.0,4473.3497,0.25,0.25,8,8,382.658882,1.0,0.166667,0.416667,0
0.0,1380.728565,1500.0,279.782836,12,0.0,0.0,126.637116,0.0,0.166667,3,0,515.444012,1.0,0.0,0.0,1
318.79,40.343354,6000.0,603.896667,10,318.79,0.0,0.0,0.0,0.0,0,2,56.679587,0.5,0.2,0.0,0
0.0,147.838347,600.0,50.406698,12,0.0,0.0,68.919596,0.0,0.083333,1,0,250.170305,1.0,0.0,0.0,1
872.94,69.141919,10000.0,721.050386,12,137.3,735.64,0.0,0.6,0.0,0,24,167.657169,1.0,0.333333,0.916667,0
388.54,0.672519,12000.0,377.974097,12,0.0,388.54,0.0,0.0,0.0,0,5,24.499337,0.090909,0.0,0.416667,0
1798.66,4677.021295,9000.0,1156.783897,12,1364.22,434.44,1569.577102,0.0,0.416667,6,36,1615.317615,1.0,0.583333,0.916667,1
279.56,33.31938,3000.0,347.911693,12,0.0,279.56,0.0,0.285714,0.0,0,8,146.317275,0.818182,0.0,0.583333,0
0.0,1748.310383,2000.0,538.443435,12,0.0,0.0,157.152652,0.0,0.083333,1,0,484.32512,1.0,0.0,0.0,0
2417.91,931.674532,8000.0,3468.393326,12,2303.91,114.0,3508.775536,0.0,0.166667,9,21,261.268016,1.0,0.5,0.166667,0
826.77,1475.871356,1500.0,1182.627097,12,664.21,162.56,0.0,0.0,0.0,0,18,1332.067827,1.0,1.0,0.333333,1
0.0,992.424289,1000.0,161.400987,9,0.0,0.0,45.026228,0.0,0.111111,1,0,183.86589,1.0,0.0,0.0,1
916.46,105.642966,10500.0,2243.559789,12,527.78,388.68,0.0,0.444444,0.0,0,12,164.15189,0.818182,0.416667,0.333333,0
251.38,1156.813935,7500.0,2853.276447,11,101.28,150.1,506.605228,0.181818,0.181818,3,12,367.503207,1.0,0.181818,0.909091,0
0.0,3797.995726,12000.0,15884.69746,12,0.0,0.0,17278.53864,0.166667,0.833333,56,0,1078.537276,1.0,0.0,0.0,0
1196.35,107.452196,5500.0,1597.772035,12,945.79,250.56,0.0,0.5,0.0,0,37,174.857103,1.0,1.0,0.5,0
1443.33,4181.216991,6000.0,1027.149996,12,1443.33,0.0,0.0,0.0,0.0,0,1,1420.666789,1.0,0.083333,0.0,1
400.0,162.94835,4000.0,137.20573,12,400.0,0.0,0.0,0.0,0.0,0,1,71.377094,0.545455,0.083333,0.0,0
899.58,2382.328208,2500.0,850.186851,12,413.28,486.3,450.252732,0.0,0.166667,4,34,1212.047288,1.0,0.25,1.0,1
1224.99,55.707056,7500.0,1130.359054,12,0.0,1224.99,0.0,1.0,0.0,0,26,166.788652,1.0,0.0,1.0,0
0.0,902.491328,1800.0,3633.579097,11,0.0,0.0,3936.354616,0.181818,0.272727,5,0,577.463579,1.0,0.0,0.0,0
112.57,1599.306976,1800.0,595.55337,12,112.57,0.0,70.564078,0.0,0.083333,1,3,379.959706,1.0,0.25,0.0,0
0.0,970.322769,2000.0,1373.649725,12,0.0,0.0,2034.69483,0.083333,0.333333,14,0,362.565529,1.0,0.0,0.0,0
1245.33,5815.890916,7000.0,1287.745322,12,1245.33,0.0,2697.454999,0.0,0.583333,10,18,1531.220292,1.0,0.5,0.0,1
140.2,1738.377115,6500.0,432.72779,12,140.2,0.0,0.0,0.0,0.0,0,12,591.069406,1.0,1.0,0.0,1
3618.19,21.311946,15000.0,3570.597218,12,2804.79,813.4,0.0,1.0,0.0,0,40,53.62807,0.727273,1.0,0.5,0
270.97,462.916347,10000.0,1293.523382,12,107.15,163.82,0.0,0.083333,0.0,0,7,181.597864,1.0,0.333333,0.25,0
792.14,1281.276331,1500.0,397.388693,12,703.58,88.56,0.0,0.0,0.0,0,18,706.199917,1.0,0.5,0.75,1
453.91,632.807858,6000.0,350.387978,12,318.91,135.0,927.939586,0.0,0.5,8,8,228.165965,1.0,0.333333,0.25,0
654.0,2463.60548,2400.0,1149.733036,12,300.0,354.0,0.0,0.0,0.0,0,17,3175.27696,1.0,0.166667,1.0,1
540.0,1236.635476,4000.0,2136.389192,11,540.0,0.0,0.0,0.090909,0.0,0,9,247.620077,1.0,0.818182,0.0,0
1910.13,1563.48528,13000.0,5142.624134,12,1852.06,58.07,0.0,0.111111,0.0,0,35,425.204466,1.0,0.916667,0.166667,0
687.97,6877.284986,7500.0,2358.946309,12,542.97,145.0,3406.90934,0.0,0.666667,12,11,1898.480847,1.0,0.083333,0.25,0
5835.57,598.423093,9000.0,6083.426724,12,3974.7,1860.87,0.0,0.916667,0.0,0,53,204.763572,1.0,0.833333,0.75,0
1060.0,955.415962,2100.0,189.106448,9,1060.0,0.0,0.0,0.0,0.0,0,1,213.863185,1.0,0.111111,0.0,1
11507.4,847.191896,10500.0,10414.467,12,5904.78,5602.62,0.0,0.833333,0.0,0,148,258.364994,1.0,1.0,1.0,0
290.0,44.174721,6000.0,326.635918,12,0.0,290.0,0.0,0.111111,0.0,0,9,158.281177,1.0,0.0,0.583333,0
80.0,7820.331303,15000.0,1963.299182,12,80.0,0.0,1147.891529,0.0,0.25,3,1,2141.764453,1.0,0.083333,0.0,1
45.65,937.276757,1000.0,335.809644,12,45.65,0.0,19.995297,0.0,0.083333,1,1,442.354727,1.0,0.083333,0.0,1
6842.23,776.255666,3500.0,5588.683151,12,4938.13,1904.1,0.0,0.5,0.0,0,112,280.509038,1.0,1.0,1.0,0
211.22,815.832195,3500.0,1664.863771,10,83.0,128.22,3214.78962,0.0,0.2,23,6,168.230369,0.5,0.1,0.5,0
470.54,4939.64603,10000.0,11721.86573,12,139.38,331.16,8753.243163,0.083333,0.916667,39,14,1183.292044,1.0,0.333333,0.583333,0
1450.0,1053.59473,1500.0,397.090516,8,1450.0,0.0,0.0,0.0,0.0,0,1,227.143184,1.0,0.125,0.0,0
170.07,1877.424948,6000.0,248.81801,6,118.2,51.87,0.0,0.0,0.0,0,2,264.497515,1.0,0.166667,0.166667,1
105.78,8.928211,3500.0,199.171196,12,105.78,0.0,0.0,0.5,0.0,0,6,88.814442,0.727273,0.416667,0.0,0
330.89,2139.919711,6000.0,703.005516,12,71.4,259.49,2649.967098,0.0,0.416667,18,7,720.646441,1.0,0.083333,0.416667,1
897.42,137.909416,7000.0,965.182597,12,684.12,213.3,0.0,0.083333,0.0,0,27,191.931603,1.0,0.916667,0.583333,0
0.0,1301.549278,1500.0,317.211622,12,0.0,0.0,72.681585,0.0,0.083333,1,0,531.398722,1.0,0.0,0.0,1
316.78,287.140554,4500.0,1308.806298,12,0.0,316.78,0.0,0.0,0.0,0,15,248.833196,0.636364,0.0,0.75,0
426.83,26.621291,6000.0,195.490843,12,426.83,0.0,0.0,0.0,0.0,0,5,88.384521,0.363636,0.416667,0.0,0
4340.42,6887.915143,11500.0,16616.23528,12,3608.17,732.25,7028.901031,0.083333,0.833333,29,59,1688.710521,1.0,1.0,0.916667,0
1672.35,740.382347,5500.0,1437.155317,12,1571.35,101.0,310.806852,0.0,0.25,3,15,287.831911,1.0,0.5,0.416667,0
448.07,2719.526277,3000.0,3537.693441,12,448.07,0.0,3474.764847,0.083333,0.333333,4,7,1105.400886,1.0,0.25,0.0,0
219.37,9.75539,6000.0,216.850592,12,219.37,0.0,0.0,0.25,0.0,0,12,76.604414,0.909091,1.0,0.0,0
724.83,1689.319684,1500.0,1462.037592,12,0.0,724.83,0.0,0.0,0.0,0,7,3397.732291,1.0,0.0,0.583333,1
29.6,62.053779,6000.0,1576.039085,12,29.6,0.0,838.60032,0.166667,0.083333,2,1,108.744838,0.636364,0.083333,0.0,0
144.49,1417.474456,1500.0,348.50421,12,144.49,0.0,0.0,0.0,0.0,0,6,417.305741,1.0,0.416667,0.0,1
252.0,1613.321542,1800.0,833.515706,12,252.0,0.0,0.0,0.0,0.0,0,3,592.475313,1.0,0.166667,0.0,0
788.14,392.194003,9000.0,1041.707049,12,788.14,0.0,0.0,0.0,0.0,0,2,192.452296,1.0,0.166667,0.0,0
